-77, -74.65840228449028
-78, -76.23030501019298
-72, -74.87083211193583
-79, -75.96099400501706
-72, -75.08348606406133
-72, -74.39727931197316
-70, -73.39668226173998
-79, -74.43499827777289
-79, -75.36614740910679
-73, -74.92541318432531
-73, -74.5327637399637
-75, -74.60425205859885
-70, -73.64916127684012
-70, -72.82713523779663
-78, -73.68411039038544
-78, -74.42930435375678
-71, -73.78682266240921
-69, -72.87805604030308
-71, -72.44171047587568
-79, -73.40517146215797
-71, -72.95226056024991
-78, -73.65563637175379
-78, -74.27283617087261
-73, -74.08135075619357
-74, -74.05517700556108
-68, -73.20513401581825
-66, -72.18468075561675
-74, -72.31715934616331
-69, -71.80704370294802
-72, -71.72001018726269
-74, -71.88233218844645
-75, -72.14640898179321
-73, -72.16069779765931
-72, -72.06502902512587
-72, -71.97950129988068
-73, -72.0075541875207
-72, -71.9322680253356
-74, -72.0639782511312
-73, -72.0883011856486
-72, -72.01636464159708
-76, -72.32366503073531
-76, -72.60770129716104
-72, -72.51364251574604
-72, -72.42719205228614
-77, -72.77598546602215
-69, -72.42825958639033
-73, -72.43502545049529
-69, -72.11844937980749
-77, -72.4587816316243
-79, -72.9329869569472
-68, -72.5342447902539
-67, -72.08596171373448
-76, -72.33239336617156
-76, -72.56419443125333
-76, -72.78243051671386
-76, -72.98807319530144
-74, -73.04308834788401
-69, -72.75301854352914
-69, -72.47938968469379
-79, -72.88578914498872
-74, -72.94277914990231
-70, -72.73831029172072
-69, -72.48091369283152
-77, -72.7407640275696
-76, -72.92560836869485
-69, -72.67161837889351
-80, -73.0975864011022
-69, -72.84376296654048
-78, -73.1355023524764
-78, -73.41384773077866
-76, -73.5635908371525
-70, -73.36242728939158
-79, -73.68106120275428
-75, -73.76101461565321
-78, -74.00440729078565
-80, -74.34765097451908
-80, -74.67643062531624
-75, -74.72084272433163
-77, -74.87038460725338
-79, -75.11998497553557
-72, -74.9900692198055
-79, -75.23102859008748
-78, -75.41043656567744
-80, -75.68568210937075
-72, -75.54082150277083
-81, -75.85786550192594
-71, -75.65827017243801
-71, -75.46502939195244
-71, -75.27789827803136
-79, -75.49272286366175
-80, -75.74898016318876
-71, -75.55567827800368
-81, -75.85478088750715
-78, -75.99833713479292
-71, -75.79948293061004
-71, -75.60624169607873
-74, -75.56152957166174
-85, -76.03993801841916
-86, -76.5504339074985
-83, -76.90354808644639
-78, -77.01078002269253
-78, -77.1138369166702
-84, -77.49205932408658
-76, -77.48731198574038
-85, -77.89745091767192
-75, -77.83413334931453
-73, -77.67942222820383
-75, -77.6193146778694
-77, -77.6509944085454
-71, -77.4074007221418
-72, -77.21465687565772
-75, -77.1619925049056
-74, -77.06457085927049
-83, -77.37488212404135
-73, -77.22599346401717
-77, -77.25975133681156
-77, -77.29176012591627
-77, -77.32207081388655
-73, -77.17190430200746
-81, -77.3817344574645
-78, -77.45180995821246
-81, -77.6528096366278
-79, -77.75905342216078
-74, -77.63971764644299
-75, -77.56664411724583
-80, -77.71594242050283
-84, -78.03781396854565
-74, -77.90883489511309
-81, -78.0911579239542
-74, -77.95914421838374
-73, -77.78510072894248
-80, -77.92278184748615
-73, -77.74798536642369
-73, -77.57637049290346
-74, -77.45195131871556
-76, -77.41767204461297
-75, -77.33958345197027
-74, -77.21874362610015
-79, -77.31974255982749
-74, -77.198382909888
-83, -77.4743085478014
-74, -77.34853692308614
-71, -77.09345006665805
-74, -76.97523087786392
-81, -77.16623720783214
-74, -77.04572741891594
-75, -76.97137534745471
-81, -77.16129242275291
-75, -77.08373302739966
-74, -76.96373850084183
-75, -76.88991988782354
-77, -76.90509001394426
-76, -76.87589496014584
-75, -76.80333528634365
-81, -76.99491133679952
-79, -77.09444027118437
-75, -77.01634877112505
-75, -76.93970715200447
-72, -76.73319601958163
-77, -76.74997476969823
-74, -76.63494256224955
-79, -76.74123158744477
-74, -76.62621977118104
-74, -76.51367299637766
-74, -76.40359289013449
-77, -76.42728737336667
-81, -76.62558191446259
-72, -76.42556001294521
-77, -76.4488030485966
-76, -76.42780003044155
-76, -76.40729737831158
-77, -76.43106148088853
-84, -76.76072000569077
-75, -76.68912614083814
-83, -76.9691568649221
-79, -77.06776496116888
-75, -76.98887689593961
-76, -76.9552619252887
-75, -76.8784145367151
-74, -76.75932290661031
-74, -76.6427414641888
-77, -76.65997857503983
-70, -76.37041889766921
-70, -76.087294743081
-77, -76.11697541545453
-75, -76.05868666144076
-74, -75.9581452703982
-74, -75.86008726946952
-79, -75.98333400141547
-82, -76.23543913828249
-73, -76.0882573276723
-72, -75.90072850798823
-79, -76.02394772876538
-80, -76.18845187833705
-71, -75.95560437272218
-71, -75.72809798418085
-69, -75.41839416926375
-80, -75.59736036722713
-71, -75.37893674592009
-71, -75.16578777629641
-82, -75.43927051767797
-69, -75.13830764198805
-73, -75.01955321146666
-72, -74.86025998976565
-77, -74.92393714302061
-73, -74.81182280838075
-73, -74.70284238952819
-71, -74.50944995024388
-72, -74.36484478362306
-77, -74.44303674520656
-77, -74.52030779713182
-72, -74.37784641058037
-77, -74.45806639160334
-77, -74.53726197311185
-70, -74.30912658604001
-77, -74.39302914444252
-69, -74.12579198062096
-78, -74.25899988714197
-78, -74.39003746231936
-69, -74.12511731236735
-76, -74.17302593805661
-72, -74.04562740214931
-72, -73.92180244682274
-78, -74.0640053128213
-73, -73.9850964985979
-73, -73.90867664681961
-74, -73.87845826557822
-71, -73.71844197849981
-72, -73.60651381836016
-76, -73.67289251004637
-71, -73.51991842308526
-80, -73.76487196694767
-81, -74.04894989234866
-71, -73.88996145340725
-69, -73.64761606883154
-72, -73.54255609057181
-76, -73.61555309945427
-69, -73.38149416297641
-77, -73.503323051961
-71, -73.36079359711152
-72, -73.26593147358975
-71, -73.13024034890417
-71, -72.99840174222585
-77, -73.13281656719235
-83, -73.52757189473701
-76, -73.60814493062358
-72, -73.51257502871773
-74, -73.50718455524563
-75, -73.54625051465791
-71, -73.41007466863786
-75, -73.45245219338959
-71, -73.31953644634994
-75, -73.36511836485279
-73, -73.3228294323971
-73, -73.2820744762458
-73, -73.24282624322588
-72, -73.16131984882475
-71, -73.0385056208047
-71, -72.91906975134948
-72, -72.8467181749964
-77, -72.99538722119715
-73, -72.96652278841589
-77, -73.11389990650301
-78, -73.30236755543407
-75, -73.35597643655811
-75, -73.40884819155931
-74, -73.41722714664269
-81, -73.73196252290252
-78, -73.90883118086772
-77, -74.03822872830973
-76, -74.12112709877783
-76, -74.20223705059486
-71, -74.06287834762819
-72, -73.97035539381764
-77, -74.09863097251215
-70, -73.9179835877696
-78, -74.09129094187257
-69, -73.8672202120185
-69, -73.64818992269794
-77, -73.78407816019211
-72, -73.69849037956261
-78, -73.87739788630176
-81, -74.18371853132406
-75, -74.22089483459735
-74, -74.21347165186245
-73, -74.16242896993961
-72, -74.06874656271704
-71, -73.93340304333898
-70, -73.75737495889251
-78, -73.93525408959562
-77, -74.06559309815326
-76, -74.14936584976866
-73, -74.10007850276544
-73, -74.0518710074596
-70, -73.87353734999616
-75, -73.91789181649045
-76, -74.00509990126403
-75, -74.04670940406614
-70, -73.86875486454963
-72, -73.78227058806782
-78, -73.96023756792553
-85, -74.44051851292303
-80, -74.69144383052571
-70, -74.49923325977552
-72, -74.39849987404523
-72, -74.29982662366345
-79, -74.50936681860368
-83, -74.88907515418009
-73, -74.82275570296417
-71, -74.67008375078132
-81, -74.95785273324958
-72, -74.84532716840553
