-75, -72.93388436866789
-72, -72.50909111993973
-74, -73.00851536665243
-73, -73.02886129108064
-73, -73.04523856787524
-72, -72.83945793430749
-71, -72.45246842664865
-77, -73.38324722494882
-71, -72.93957746174777
-74, -73.17421926217298
-76, -73.79785707977751
-72, -73.50885079683273
-72, -73.25131277792258
-71, -72.82586657797766
-75, -73.23712736631336
-74, -73.40177441686852
-71, -72.99073388495727
-70, -72.4573254512093
-76, -73.03272405390284
-71, -72.69650013491032
-66, -71.59609920777262
-70, -71.26462779603365
-76, -71.88669010843503
-66, -70.96712449930222
-75, -71.43929508865149
-75, -71.85877524211278
-74, -72.09841736946383
-69, -71.66340692126843
-69, -71.27603585191905
-68, -70.80788047157006
-74, -71.1039435257064
-69, -70.79221414422032
-75, -71.18943941954143
-75, -71.55029599692654
-68, -71.12807311516677
-74, -71.37224838945617
-69, -71.08532625833706
-69, -70.82378679348153
-79, -71.55911372954002
-75, -71.85397960297986
-70, -71.65991652004962
-69, -71.39025292968448
-72, -71.409405828476
-67, -70.99052048396271
-70, -70.8599167284323
-74, -71.07529002871595
-73, -71.1936906457351
-73, -71.30441079660437
-70, -71.1699605125685
-72, -71.20073474049009
-76, -71.53628367105564
-76, -71.85078246932038
-76, -72.14582825138208
-73, -72.20442340943163
-73, -72.25952495613625
-78, -72.66406527286824
-76, -72.90615147870594
-73, -72.92900392694185
-72, -72.88294558216074
-75, -73.03863275019874
-73, -73.05461410088766
-73, -73.06951838275907
-75, -73.21101294340244
-73, -73.21906097975256
-71, -73.10208443181232
-73, -73.11347994885216
-68, -72.82074182942306
-73, -72.84165077348484
-73, -72.86144141366337
-69, -72.64573075434504
-71, -72.55570554942224
-70, -72.41230405412415
-74, -72.50229396773871
-76, -72.70075848472231
-75, -72.83502365522389
-72, -72.79816103858164
-71, -72.70809447102215
-77, -72.94634031024249
-74, -73.01393389792449
-74, -73.07868273618304
-74, -73.14071898064714
-75, -73.25250432164634
-73, -73.25596032399424
-73, -73.25904083513443
-73, -73.26176322202494
-74, -73.31495450625496
-73, -73.31553084406255
-74, -73.36596452308413
-72, -73.31475489600753
-73, -73.31454971287188
-72, -73.26488811609241
-75, -73.36345136430155
-69, -73.16653838615098
-70, -73.02420031934726
-76, -73.17522370846179
-71, -73.08169710761008
-74, -73.13401476156216
-75, -73.23204314180013
-73, -73.23235637599515
-72, -73.18538536221267
-74, -73.23339727133175
-71, -73.13969187150639
-75, -73.23467541246032
-75, -73.32675729192167
-74, -73.36979983553562
-69, -73.18106603410062
-75, -73.27294180960875
-74, -73.31631876077427
-70, -73.17565449752024
-76, -73.31187155595342
-69, -73.12626894448802
-72, -73.08138537927829
-74, -73.12800352154377
-73, -73.12817753317076
-76, -73.2633100218789
-74, -73.30495340257991
-75, -73.39021476273072
-71, -73.29399781462631
-69, -73.11057866455965
-70, -72.97622773968338
-72, -72.93428236937328
-70, -72.80431818360434
-70, -72.67754158452409
-72, -72.64271801835115
-72, -72.6088416005494
-71, -72.53159316646294
-79, -72.81042442031739
-74, -72.86162461860943
-74, -72.91163260175682
-72, -72.8721645183465
-68, -72.65715817342857
-71, -72.57947057325693
-73, -72.59181629116092
-72, -72.55997822301305
-73, -72.57301157924874
-70, -72.4539351456636
-71, -72.38170737191774
-70, -72.2673883897103
-71, -72.19983910130527
-72, -72.17801047544405
-74, -72.2447545414102
-74, -72.31026143004841
-69, -72.15518970350871
-70, -72.04772635496113
-75, -72.16222265355348
-76, -72.31828408345062
-73, -72.33958983523445
-72, -72.31678207710267
-73, -72.33847984251614
-73, -72.35986997014592
-74, -72.42474810390165
-71, -72.35692526835153
-70, -72.24695781545009
-72, -72.22719506718067
-70, -72.12050380163647
